date,close
2023-07-19,52.43
2023-07-18,51.24
2023-07-17,50.81
2023-07-14,50.38
2023-07-13,51.53
2023-07-12,50.74
2023-07-11,52.12
2023-07-10,51.4
2023-07-07,50.99
2023-07-06,51.11
2023-07-05,51.51
2023-07-03,51.82
2023-06-30,51.74
2023-06-29,51.21
2023-06-28,50.87
2023-06-27,50.86
2023-06-26,50.21
2023-06-23,50.33
2023-06-22,51.12
2023-06-21,50.85
2023-06-20,51.55
2023-06-16,52.07
2023-06-15,51.93
2023-06-14,50.96
2023-06-13,50.8
2023-06-12,50.48
2023-06-09,49.66
2023-06-08,49.68
2023-06-07,49.78
2023-06-06,49.81
2023-06-05,50.21
2023-06-02,50.02
2023-06-01,49.74
2023-05-31,49.67
2023-05-30,50.17
2023-05-26,49.86
2023-05-25,49.03
2023-05-24,48.41
2023-05-23,48.91
2023-05-22,48.82
2023-05-19,49.13
2023-05-18,48.2
2023-05-17,47.63
2023-05-16,46.92
2023-05-15,47.1
2023-05-12,46.71
2023-05-11,46.37
2023-05-10,46.71
2023-05-09,46.47
2023-05-08,46.34
2023-05-05,46.25
2023-05-04,45.7
2023-05-03,45.96
2023-05-02,46.36
2023-05-01,47.34
2023-04-28,47.25
2023-04-27,46.56
2023-04-26,46.54
2023-04-25,47.09
2023-04-24,47.39
2023-04-21,47.03
2023-04-20,46.58
2023-04-19,48.04
2023-04-18,50.31
2023-04-17,50.28
2023-04-14,50.54
2023-04-13,50.8
2023-04-12,50.11
2023-04-11,50.62
2023-04-10,51.33
2023-04-06,51.27
2023-04-05,51.82
2023-04-04,51.82
2023-04-03,52.31
2023-03-31,52.275
2023-03-30,51.43
2023-03-29,51.17
2023-03-28,50.39
2023-03-27,50.54
2023-03-24,50.51
2023-03-23,49.73
2023-03-22,49.46
2023-03-21,50.67
2023-03-20,50.94
2023-03-17,50.19
2023-03-16,50.12
2023-03-15,49.06
2023-03-14,49.05
2023-03-13,48.41
2023-03-10,48.56
2023-03-09,48.81
2023-03-08,49.11
2023-03-07,48.91
2023-03-06,49.42
2023-03-03,49.28
2023-03-02,48.53
2023-03-01,48.34
2023-02-28,48.42
2023-02-27,48.73
2023-02-24,48.48
