date,close
2022-12-22,130.66000366210938
2022-12-23,131.27999877929688
2022-12-27,131.74000549316406
2022-12-28,132.4600067138672
2022-12-29,133.22000122070312
2022-12-30,134.10000610351562
2023-01-03,135.1199951171875
2023-01-04,136.3800048828125
2023-01-05,135.35000610351562
2023-01-06,137.94000244140625
2023-01-09,137.3699951171875
2023-01-10,138.60000610351562
2023-01-11,139.6300048828125
2023-01-12,139.49000549316406
2023-01-13,143.00999450683594
2023-01-17,140.8000030517578
2023-01-18,136.57000732421875
2023-01-19,134.75
2023-01-20,135.0800018310547
2023-01-23,137.27000427246094
2023-01-24,138.4499969482422
2023-01-25,139.1199951171875
2023-01-26,139.97999572753906
2023-01-27,140.32000732421875
2023-01-30,139.1300048828125
2023-01-31,139.9600067138672
2023-02-01,139.58999633789062
2023-02-02,138.94000244140625
2023-02-03,141.08999633789062
2023-02-06,141.9199981689453
2023-02-07,143.64999389648438
2023-02-08,142.63999938964844
2023-02-09,140.4199981689453
2023-02-10,141.0399932861328
2023-02-13,142.57000732421875
2023-02-14,143.1999969482422
2023-02-15,143.8000030517578
2023-02-16,141.82000732421875
2023-02-17,142.24000549316406
2023-02-21,139.6300048828125
2023-02-22,138.55999755859375
2023-02-23,139.6699981689453
2023-02-24,140.92999267578125
2023-02-27,142.16000366210938
2023-02-28,143.35000610351562
2023-03-01,142.5500030517578
2023-03-02,141.07000732421875
2023-03-03,143.66000366210938
2023-03-06,142.82000732421875
2023-03-07,138.6199951171875
2023-03-08,137.8000030517578
2023-03-09,130.33999633789062
2023-03-10,133.64999389648438
2023-03-13,131.25
2023-03-14,134.6199951171875
2023-03-15,128.25999450683594
2023-03-16,130.75
2023-03-17,125.80999755859375
2023-03-20,127.13999938964844
2023-03-21,130.5500030517578
2023-03-22,127.18000030517578
2023-03-23,126.83999633789062
2023-03-24,124.91000366210938
2023-03-27,128.49000549316406
2023-03-28,128.8800048828125
2023-03-29,129.13999938964844
2023-03-30,128.75
2023-03-31,130.30999755859375
2023-04-03,130.16000366210938
2023-04-04,128.4199981689453
2023-04-05,127.61000061035156
2023-04-06,127.47000122070312
2023-04-10,127.88999938964844
2023-04-11,128.52000427246094
2023-04-12,128.5
2023-04-13,128.99000549316406
2023-04-14,138.72999572753906
2023-04-17,139.8300018310547
2023-04-18,141.39999389648438
2023-04-19,141.22000122070312
2023-04-20,140.80999755859375
2023-04-21,140.5399932861328
2023-04-24,140.72999572753906
2023-04-25,137.6699981689453
2023-04-26,135.22999572753906
2023-04-27,137.0500030517578
2023-04-28,138.24000549316406
2023-05-01,141.1999969482422
2023-05-02,138.9199981689453
2023-05-03,135.97999572753906
2023-05-04,134.1199951171875
2023-05-05,136.74000549316406
2023-05-08,137.07000732421875
2023-05-09,136.41000366210938
2023-05-10,136.47999572753906
2023-05-11,136.0500030517578
2023-05-12,134.10000610351562
2023-05-15,135.22999572753906
2023-05-16,134.32000732421875
2023-05-17,138.4499969482422
2023-05-18,139.5
2023-05-19,139.17999267578125
2023-05-22,138.02999877929688
2023-05-23,136.58999633789062
2023-05-24,135.33999633789062
2023-05-25,135.6699981689453
2023-05-26,136.94000244140625
2023-05-30,137.4600067138672
2023-05-31,135.7100067138672
2023-06-01,137.5800018310547
2023-06-02,140.47000122070312
2023-06-05,139.08999633789062
2023-06-06,139.33999633789062
2023-06-07,140.69000244140625
2023-06-08,140.72999572753906
2023-06-09,141.00999450683594
2023-06-12,141.0
2023-06-13,142.02000427246094
2023-06-14,141.49000549316406
2023-06-15,143.08999633789062
2023-06-16,143.25999450683594
2023-06-20,142.52999877929688
2023-06-21,142.32000732421875
2023-06-22,139.5800018310547
2023-06-23,138.85000610351562
2023-06-26,139.19000244140625
2023-06-27,139.1999969482422
2023-06-28,138.58999633789062
2023-06-29,143.42999267578125
2023-06-30,145.44000244140625
2023-07-03,146.61000061035156
2023-07-05,144.63999938964844
2023-07-06,143.2100067138672
2023-07-07,144.33999633789062
2023-07-10,145.14999389648438
2023-07-11,147.4199981689453
2023-07-12,148.14999389648438
2023-07-13,148.8699951171875
2023-07-14,149.77000427246094
2023-07-17,153.3800048828125
2023-07-18,153.66000366210938
2023-07-19,154.25
2023-07-20,156.14999389648438
2023-07-21,154.9499969482422
2023-07-24,158.0
2023-07-25,156.82000732421875
2023-07-26,157.75999450683594
2023-07-27,156.02000427246094
2023-07-28,156.91000366210938
2023-07-31,157.9600067138672
2023-08-01,157.17999267578125
2023-08-02,155.39999389648438
2023-08-03,156.35000610351562
2023-08-04,156.02000427246094
2023-08-07,156.75999450683594
2023-08-08,155.8800048828125
2023-08-09,153.7899932861328
2023-08-10,153.55999755859375
2023-08-11,154.4499969482422
2023-08-14,154.77000427246094
2023-08-15,150.8300018310547
2023-08-16,150.19000244140625
2023-08-17,148.6300048828125
2023-08-18,148.97000122070312
2023-08-21,149.47999572753906
2023-08-22,146.3800048828125
2023-08-23,147.3699951171875
2023-08-24,147.22999572753906
2023-08-25,147.0500030517578
2023-08-28,147.55999755859375
2023-08-29,148.75999450683594
2023-08-30,148.16000366210938
2023-08-31,146.3300018310547
2023-09-01,146.82000732421875
2023-09-05,145.1999969482422
2023-09-06,144.9600067138672
2023-09-07,143.72000122070312
2023-09-08,143.8300018310547
2023-09-11,144.4600067138672
2023-09-12,146.33999633789062
2023-09-13,146.41000366210938
2023-09-14,149.25
2023-09-15,148.80999755859375
2023-09-18,149.1199951171875
2023-09-19,148.92999267578125
2023-09-20,148.3000030517578
2023-09-21,147.13999938964844
2023-09-22,145.72999572753906
2023-09-25,146.4499969482422
2023-09-26,144.92999267578125
2023-09-27,145.77999877929688
2023-09-28,147.58999633789062
2023-09-29,145.02000427246094
2023-10-02,143.77000427246094
2023-10-03,142.7100067138672
2023-10-04,143.35000610351562
2023-10-05,142.89999389648438
2023-10-06,145.10000610351562
2023-10-09,144.77000427246094
2023-10-10,145.64999389648438
2023-10-11,146.14999389648438
2023-10-12,145.80999755859375
2023-10-13,148.0
2023-10-16,147.85000610351562
2023-10-17,147.52999877929688
2023-10-18,145.91000366210938
2023-10-19,145.2899932861328
2023-10-20,142.9499969482422
2023-10-23,141.0
2023-10-24,141.1699981689453
2023-10-25,140.39999389648438
2023-10-26,140.75999450683594
2023-10-27,135.69000244140625
2023-10-30,137.4199981689453
2023-10-31,139.05999755859375
2023-11-01,138.94000244140625
2023-11-02,141.4199981689453
2023-11-03,143.0
2023-11-06,144.0800018310547
2023-11-07,144.00999450683594
2023-11-08,144.72000122070312
2023-11-09,144.2899932861328
2023-11-10,146.42999267578125
2023-11-13,145.77999877929688
2023-11-14,148.44000244140625
2023-11-15,149.74000549316406
2023-11-16,151.4499969482422
2023-11-17,152.82000732421875
2023-11-20,153.2899932861328
2023-11-21,152.97000122070312
2023-11-22,153.3300018310547
2023-11-24,153.5399932861328
2023-11-27,153.19000244140625
2023-11-28,153.5399932861328
2023-11-29,154.32000732421875
2023-11-30,156.0800018310547
2023-12-01,156.83999633789062
2023-12-04,157.99000549316406
2023-12-05,157.97000122070312
2023-12-06,156.30999755859375
2023-12-07,156.7899932861328
2023-12-08,158.52000427246094
2023-12-11,159.10000610351562
2023-12-12,160.52000427246094
2023-12-13,161.05999755859375
2023-12-14,163.99000549316406
2023-12-15,165.22999572753906
