date,close
2023-06-26,479.05999755859375
2023-06-27,482.55999755859375
2023-06-28,474.45001220703125
2023-06-29,476.44000244140625
2023-06-30,480.6400146484375
2023-07-03,477.8800048828125
2023-07-05,471.2200012207031
2023-07-06,469.3599853515625
2023-07-07,461.5799865722656
2023-07-10,463.04998779296875
2023-07-11,462.8900146484375
2023-07-12,451.70001220703125
2023-07-13,447.75
2023-07-14,480.1700134277344
2023-07-17,484.0799865722656
2023-07-18,500.0
2023-07-19,503.70001220703125
2023-07-20,504.239990234375
2023-07-21,506.5299987792969
2023-07-24,508.67999267578125
2023-07-25,510.92999267578125
2023-07-26,508.0
2023-07-27,505.2300109863281
2023-07-28,502.9100036621094
2023-07-31,506.3699951171875
2023-08-01,504.739990234375
2023-08-02,504.79998779296875
2023-08-03,504.8599853515625
2023-08-04,502.7300109863281
2023-08-07,510.739990234375
2023-08-08,505.8599853515625
2023-08-09,502.1099853515625
2023-08-10,503.4800109863281
2023-08-11,508.010009765625
2023-08-14,510.92999267578125
2023-08-15,506.69000244140625
2023-08-16,503.55999755859375
2023-08-17,493.9599914550781
2023-08-18,498.44000244140625
2023-08-21,497.67999267578125
2023-08-22,492.3399963378906
2023-08-23,489.44000244140625
2023-08-24,488.1000061035156
2023-08-25,489.1199951171875
2023-08-28,491.2799987792969
2023-08-29,492.8299865722656
2023-08-30,491.5299987792969
2023-08-31,476.5799865722656
2023-09-01,476.239990234375
2023-09-05,480.80999755859375
2023-09-06,476.94000244140625
2023-09-07,484.80999755859375
2023-09-08,480.7699890136719
2023-09-11,479.3800048828125
2023-09-12,479.8999938964844
2023-09-13,479.8399963378906
2023-09-14,483.6000061035156
2023-09-15,486.70001220703125
2023-09-18,486.05999755859375
2023-09-19,480.6600036621094
2023-09-20,492.1300048828125
2023-09-21,501.1400146484375
2023-09-22,506.1000061035156
2023-09-25,510.2799987792969
2023-09-26,505.45001220703125
2023-09-27,503.7300109863281
2023-09-28,510.1000061035156
2023-09-29,504.19000244140625
2023-10-02,514.5700073242188
2023-10-03,509.4700012207031
2023-10-04,510.6199951171875
2023-10-05,516.22998046875
2023-10-06,524.8099975585938
2023-10-09,526.510009765625
2023-10-10,524.239990234375
2023-10-11,524.1300048828125
2023-10-12,525.5399780273438
2023-10-13,539.4000244140625
2023-10-16,538.030029296875
2023-10-17,536.6500244140625
2023-10-18,536.0599975585938
2023-10-19,531.6300048828125
2023-10-20,527.030029296875
2023-10-23,521.5700073242188
2023-10-24,525.0
2023-10-25,530.2100219726562
2023-10-26,528.3599853515625
2023-10-27,524.6599731445312
2023-10-30,529.989990234375
2023-10-31,535.5599975585938
2023-11-01,531.5999755859375
2023-11-02,536.1300048828125
2023-11-03,530.9000244140625
2023-11-06,533.4600219726562
2023-11-07,537.8300170898438
2023-11-08,536.72998046875
2023-11-09,539.0
2023-11-10,541.2100219726562
2023-11-13,542.5700073242188
2023-11-14,540.4600219726562
2023-11-15,538.4099731445312
2023-11-16,539.8200073242188
2023-11-17,536.2899780273438
2023-11-20,535.0999755859375
2023-11-21,539.5900268554688
2023-11-22,543.760009765625
2023-11-24,547.0999755859375
2023-11-27,543.5900268554688
2023-11-28,540.530029296875
2023-11-29,534.97998046875
2023-11-30,552.969970703125
2023-12-01,547.1599731445312
2023-12-04,548.280029296875
2023-12-05,550.260009765625
2023-12-06,549.530029296875
2023-12-07,548.27001953125
2023-12-08,549.77001953125
2023-12-11,543.6799926757812
2023-12-12,545.719970703125
2023-12-13,549.010009765625
2023-12-14,534.239990234375
2023-12-15,531.1199951171875
2023-12-18,526.5499877929688
2023-12-19,524.0399780273438
2023-12-20,515.9299926757812
2023-12-21,519.8800048828125
2023-12-22,520.3099975585938
2023-12-26,520.030029296875
2023-12-27,522.7899780273438
2023-12-28,524.9000244140625
2023-12-29,526.469970703125
2024-01-02,539.3400268554688
2024-01-03,542.030029296875
2024-01-04,545.4199829101562
2024-01-05,537.3800048828125
2024-01-08,536.52001953125
2024-01-09,538.3699951171875
2024-01-10,537.6400146484375
2024-01-11,539.6799926757812
2024-01-12,521.510009765625
2024-01-16,519.1500244140625
2024-01-17,524.9400024414062
2024-01-18,516.3400268554688
2024-01-19,503.55999755859375
2024-01-22,512.989990234375
2024-01-23,515.52001953125
2024-01-24,513.22998046875
2024-01-25,493.3999938964844
2024-01-26,503.20001220703125
2024-01-29,504.5400085449219
2024-01-30,503.6099853515625
2024-01-31,511.739990234375
2024-02-01,507.1400146484375
2024-02-02,510.2300109863281
2024-02-05,502.9599914550781
2024-02-06,510.6700134277344
2024-02-07,519.3900146484375
2024-02-08,520.0900268554688
2024-02-09,518.219970703125
2024-02-12,517.6400146484375
2024-02-13,516.8499755859375
2024-02-14,516.9400024414062
2024-02-15,520.8800048828125
2024-02-16,521.5499877929688
2024-02-20,521.0599975585938
2024-02-21,521.969970703125
2024-02-22,526.5
2024-02-23,527.239990234375
2024-02-26,525.3200073242188
2024-02-27,513.4199829101562
2024-02-28,498.2799987792969
2024-02-29,493.6000061035156
2024-03-01,489.5299987792969
2024-03-04,481.8699951171875
2024-03-05,473.1499938964844
2024-03-06,472.6000061035156
2024-03-07,478.7799987792969
2024-03-08,476.57000732421875
2024-03-11,489.1499938964844
2024-03-12,489.3500061035156
2024-03-13,488.0
2024-03-14,489.0
2024-03-15,490.82000732421875
2024-03-18,487.04998779296875
2024-03-19,493.32000732421875
2024-03-20,494.2300109863281
2024-03-21,491.69000244140625
2024-03-22,490.07000732421875
2024-03-25,485.8800048828125
2024-03-26,492.30999755859375
2024-03-27,493.1000061035156
2024-03-28,494.70001220703125
2024-04-01,489.70001220703125
2024-04-02,458.1400146484375
2024-04-03,459.739990234375
2024-04-04,455.3800048828125
2024-04-05,455.739990234375
2024-04-08,456.0
2024-04-09,459.7200012207031
2024-04-10,450.04998779296875
2024-04-11,441.7200012207031
2024-04-12,439.20001220703125
2024-04-15,445.6300048828125
2024-04-16,468.8900146484375
2024-04-17,478.989990234375
2024-04-18,493.17999267578125
2024-04-19,501.1300048828125
2024-04-22,491.2300109863281
2024-04-23,486.17999267578125
2024-04-24,487.29998779296875
2024-04-25,493.8599853515625
2024-04-26,495.3500061035156
2024-04-29,489.0299987792969
2024-04-30,483.70001220703125
2024-05-01,484.1099853515625
2024-05-02,492.9700012207031
2024-05-03,492.45001220703125
2024-05-06,494.3800048828125
2024-05-07,500.9599914550781
2024-05-08,503.2099914550781
2024-05-09,507.0299987792969
2024-05-10,512.8099975585938
2024-05-13,511.739990234375
2024-05-14,513.8800048828125
2024-05-15,517.5499877929688
2024-05-16,521.27001953125
2024-05-17,524.6300048828125
2024-05-20,517.22998046875
2024-05-21,523.5499877929688
2024-05-22,521.3499755859375
2024-05-23,516.8300170898438
2024-05-24,508.1700134277344
2024-05-28,503.67999267578125
2024-05-29,484.7200012207031
2024-05-30,481.6499938964844
2024-05-31,495.3699951171875
2024-06-03,497.44000244140625
2024-06-04,505.489990234375
2024-06-05,503.1199951171875
2024-06-06,501.9200134277344
2024-06-07,490.69000244140625
2024-06-10,495.0
2024-06-11,496.2200012207031
2024-06-12,493.07000732421875
2024-06-13,497.29998779296875
2024-06-14,497.1199951171875
2024-06-17,489.2300109863281
