Date,Close
2018-07-12,206.9199981689453
2018-07-13,207.32000732421875
2018-07-14,207.32000732421875
2018-07-15,207.32000732421875
2018-07-16,207.22999572753906
2018-07-17,209.99000549316406
2018-07-18,209.36000061035156
2018-07-19,208.08999633789062
2018-07-20,209.94000244140625
2018-07-21,209.94000244140625
2018-07-22,209.94000244140625
2018-07-23,210.91000366210938
2018-07-24,214.6699981689453
2018-07-25,217.5
2018-07-26,176.25999450683594
2018-07-27,174.88999938964844
2018-07-28,174.88999938964844
2018-07-29,174.88999938964844
2018-07-30,171.05999755859375
2018-07-31,172.5800018310547
2018-08-01,171.64999389648438
2018-08-02,176.3699951171875
2018-08-03,177.77999877929688
2018-08-04,177.77999877929688
2018-08-05,177.77999877929688
2018-08-06,185.69000244140625
2018-08-07,183.80999755859375
2018-08-08,185.17999267578125
2018-08-09,183.08999633789062
2018-08-10,180.25999450683594
2018-08-11,180.25999450683594
2018-08-12,180.25999450683594
2018-08-13,180.0500030517578
2018-08-14,181.11000061035156
2018-08-15,179.52999877929688
2018-08-16,174.6999969482422
2018-08-17,173.8000030517578
2018-08-18,173.8000030517578
2018-08-19,173.8000030517578
2018-08-20,172.5
2018-08-21,172.6199951171875
2018-08-22,173.63999938964844
2018-08-23,172.89999389648438
2018-08-24,174.64999389648438
2018-08-25,174.64999389648438
2018-08-26,174.64999389648438
2018-08-27,177.4600067138672
2018-08-28,176.25999450683594
2018-08-29,175.89999389648438
2018-08-30,177.63999938964844
2018-08-31,175.72999572753906
2018-09-01,175.72999572753906
2018-09-02,175.72999572753906
2018-09-03,175.72999572753906
2018-09-04,171.16000366210938
2018-09-05,167.17999267578125
2018-09-06,162.52999877929688
2018-09-07,163.0399932861328
2018-09-08,163.0399932861328
2018-09-09,163.0399932861328
2018-09-10,164.17999267578125
2018-09-11,165.94000244140625
2018-09-12,162.0
2018-09-13,161.36000061035156
2018-09-14,162.32000732421875
2018-09-15,162.32000732421875
2018-09-16,162.32000732421875
2018-09-17,160.5800018310547
2018-09-18,160.3000030517578
2018-09-19,163.05999755859375
2018-09-20,166.02000427246094
2018-09-21,162.92999267578125
2018-09-22,162.92999267578125
2018-09-23,162.92999267578125
2018-09-24,165.41000366210938
2018-09-25,164.91000366210938
2018-09-26,166.9499969482422
2018-09-27,168.83999633789062
2018-09-28,164.4600067138672
2018-09-29,164.4600067138672
2018-09-30,164.4600067138672
2018-10-01,162.44000244140625
2018-10-02,159.3300018310547
2018-10-03,162.42999267578125
2018-10-04,158.85000610351562
2018-10-05,157.3300018310547
2018-10-06,157.3300018310547
2018-10-07,157.3300018310547
2018-10-08,157.25
2018-10-09,157.89999389648438
2018-10-10,151.3800048828125
2018-10-11,153.35000610351562
2018-10-12,153.74000549316406
2018-10-13,153.74000549316406
2018-10-14,153.74000549316406
2018-10-15,153.52000427246094
2018-10-16,158.77999877929688
2018-10-17,159.4199981689453
2018-10-18,154.9199981689453
2018-10-19,154.0500030517578
2018-10-20,154.0500030517578
2018-10-21,154.0500030517578
2018-10-22,154.77999877929688
2018-10-23,154.38999938964844
2018-10-24,146.0399932861328
2018-10-25,150.9499969482422
2018-10-26,145.3699951171875
2018-10-27,145.3699951171875
2018-10-28,145.3699951171875
2018-10-29,142.08999633789062
2018-10-30,146.22000122070312
2018-10-31,151.7899932861328
2018-11-01,151.75
2018-11-02,150.35000610351562
2018-11-03,150.35000610351562
2018-11-04,150.35000610351562
2018-11-05,148.67999267578125
2018-11-06,149.94000244140625
2018-11-07,151.52999877929688
2018-11-08,147.8699951171875
2018-11-09,144.9600067138672
2018-11-10,144.9600067138672
2018-11-11,144.9600067138672
2018-11-12,141.5500030517578
2018-11-13,142.16000366210938
2018-11-14,144.22000122070312
2018-11-15,143.85000610351562
2018-11-16,139.52999877929688
2018-11-17,139.52999877929688
2018-11-18,139.52999877929688
2018-11-19,131.5500030517578
2018-11-20,132.42999267578125
2018-11-21,134.82000732421875
2018-11-22,134.82000732421875
2018-11-23,131.72999572753906
2018-11-24,131.72999572753906
2018-11-25,131.72999572753906
2018-11-26,136.3800048828125
2018-11-27,135.0
2018-11-28,136.75999450683594
2018-11-29,138.67999267578125
2018-11-30,140.61000061035156
2018-12-01,140.61000061035156
2018-12-02,140.61000061035156
2018-12-03,141.08999633789062
2018-12-04,137.92999267578125
2018-12-05,137.92999267578125
2018-12-06,139.6300048828125
2018-12-07,137.4199981689453
2018-12-08,137.4199981689453
2018-12-09,137.4199981689453
2018-12-10,141.85000610351562
2018-12-11,142.0800018310547
2018-12-12,144.5
2018-12-13,145.00999450683594
2018-12-14,144.05999755859375
2018-12-15,144.05999755859375
2018-12-16,144.05999755859375
2018-12-17,140.19000244140625
2018-12-18,143.66000366210938
2018-12-19,133.24000549316406
2018-12-20,133.39999389648438
2018-12-21,124.94999694824219
2018-12-22,124.94999694824219
2018-12-23,124.94999694824219
2018-12-24,124.05999755859375
